Kategori,Subkategori,Deskripsi
Perangkat Keras,Layar laptop menampilkan garis horizontal,Permintaan dukungan dibuat karena Layar laptop menampilkan garis horizontal terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Layar laptop menampilkan garis vertikal,"Saat digunakan untuk bekerja, perangkat menunjukkan Layar laptop menampilkan garis vertikal sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Layar laptop menampilkan garis-garis,"Ketika perangkat dinyalakan atau digunakan, terjadi Layar laptop menampilkan garis-garis yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Layar laptop menampilkan layar hitam,"Saat menjalankan aktivitas rutin, pengguna menemukan Layar laptop menampilkan layar hitam dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Layar laptop menampilkan layar putih,Pengguna mengalami Layar laptop menampilkan layar putih; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Layar laptop menampilkan warna terbalik,Pengguna melaporkan Layar laptop menampilkan warna terbalik; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Layar laptop mengalami burn-in,Pengguna meminta bantuan setelah mengalami Layar laptop mengalami burn-in; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Layar laptop mengalami distorsi warna,Pengguna mendapati Layar laptop mengalami distorsi warna; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Layar laptop mengalami ghosting,Tiket dibuat karena ditemukan Layar laptop mengalami ghosting; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Layar laptop mengalami kesalahan resolusi,Kendala Layar laptop mengalami kesalahan resolusi muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Layar laptop mengalami masalah grayscale,Permintaan dukungan dibuat karena Layar laptop mengalami masalah grayscale terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Layar laptop mengalami masalah kecerahan,"Saat digunakan untuk bekerja, perangkat menunjukkan Layar laptop mengalami masalah kecerahan sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Layar laptop mengalami masalah refresh rate,"Ketika perangkat dinyalakan atau digunakan, terjadi Layar laptop mengalami masalah refresh rate yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Layar laptop redup,"Saat menjalankan aktivitas rutin, pengguna menemukan Layar laptop redup dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Layar laptop retak,Pengguna mengalami Layar laptop retak; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Layar sentuh laptop tidak berfungsi,Pengguna melaporkan Layar sentuh laptop tidak berfungsi; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Layar tablet retak,Pengguna meminta bantuan setelah mengalami Layar tablet retak; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Masalah docking station,Pengguna mendapati Masalah docking station; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Masalah kalibrasi scanner,Tiket dibuat karena ditemukan Masalah kalibrasi scanner; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Masalah klik ganda mouse,Kendala Masalah klik ganda mouse muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Masalah kompatibilitas perangkat periferal,Permintaan dukungan dibuat karena Masalah kompatibilitas perangkat periferal terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Masalah mouse,"Saat digunakan untuk bekerja, perangkat menunjukkan Masalah mouse sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Masalah panas berlebih,"Ketika perangkat dinyalakan atau digunakan, terjadi Masalah panas berlebih yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Masalah pengisian daya smartphone,"Saat menjalankan aktivitas rutin, pengguna menemukan Masalah pengisian daya smartphone dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Masalah printer,Pengguna mengalami Masalah printer; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Masalah suara kipas,Pengguna melaporkan Masalah suara kipas; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Mikrofon headset tidak berfungsi,Pengguna meminta bantuan setelah mengalami Mikrofon headset tidak berfungsi; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Mikrofon laptop tidak berfungsi,Pengguna mendapati Mikrofon laptop tidak berfungsi; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Monitor berkedip,Tiket dibuat karena ditemukan Monitor berkedip; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Monitor memiliki piksel mati,Kendala Monitor memiliki piksel mati muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Port USB tidak berfungsi,Permintaan dukungan dibuat karena Port USB tidak berfungsi terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Port pengisian daya laptop longgar,"Saat digunakan untuk bekerja, perangkat menunjukkan Port pengisian daya laptop longgar sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,SSD eksternal terlalu panas,"Ketika perangkat dinyalakan atau digunakan, terjadi SSD eksternal terlalu panas yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,SSD tidak terdeteksi,"Saat menjalankan aktivitas rutin, pengguna menemukan SSD tidak terdeteksi dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Sambungan kabel longgar,Pengguna mengalami Sambungan kabel longgar; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Scanner tidak terdeteksi,Pengguna melaporkan Scanner tidak terdeteksi; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Suara speaker laptop terdistorsi,Pengguna meminta bantuan setelah mengalami Suara speaker laptop terdistorsi; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Tombol keyboard macet,Pengguna mendapati Tombol keyboard macet; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Touchpad tidak merespons,Tiket dibuat karena ditemukan Touchpad tidak merespons; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Trackpad laptop bergerak tidak stabil,Kendala Trackpad laptop bergerak tidak stabil muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Webcam tidak berfungsi dengan baik,Permintaan dukungan dibuat karena Webcam tidak berfungsi dengan baik terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,BIOS laptop rusak,"Ketika perangkat dinyalakan atau digunakan, terjadi BIOS laptop rusak yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Baterai laptop menggembung,"Saat menjalankan aktivitas rutin, pengguna menemukan Baterai laptop menggembung dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Baterai tidak mengisi daya,Pengguna mengalami Baterai tidak mengisi daya; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,CPU terlalu panas,Pengguna melaporkan CPU terlalu panas; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Casing laptop retak,Pengguna meminta bantuan setelah mengalami Casing laptop retak; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Desktop tidak dapat boot,Pengguna mendapati Desktop tidak dapat boot; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Docking station tidak dikenali,Tiket dibuat karena ditemukan Docking station tidak dikenali; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Drive CD/DVD tidak berfungsi,Kendala Drive CD/DVD tidak berfungsi muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Driver perangkat keras tidak ditemukan,Permintaan dukungan dibuat karena Driver perangkat keras tidak ditemukan terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Engsel laptop longgar,"Saat digunakan untuk bekerja, perangkat menunjukkan Engsel laptop longgar sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Engsel rusak,"Ketika perangkat dinyalakan atau digunakan, terjadi Engsel rusak yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,GPU eksternal tidak terdeteksi,"Saat menjalankan aktivitas rutin, pengguna menemukan GPU eksternal tidak terdeteksi dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,GPU laptop tidak terdeteksi,Pengguna mengalami GPU laptop tidak terdeteksi; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,GPU terlalu panas,Pengguna melaporkan GPU terlalu panas; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Gangguan perangkat keras menyebabkan layar biru,Pengguna meminta bantuan setelah mengalami Gangguan perangkat keras menyebabkan layar biru; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,HDD eksternal tidak dapat dipasang,Pengguna mendapati HDD eksternal tidak dapat dipasang; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Hard drive mengalami kerusakan,Tiket dibuat karena ditemukan Hard drive mengalami kerusakan; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Hub USB tidak dikenali,Kendala Hub USB tidak dikenali muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Hubung singkat motherboard laptop,Permintaan dukungan dibuat karena Hubung singkat motherboard laptop terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Kamera laptop buram,"Saat digunakan untuk bekerja, perangkat menunjukkan Kamera laptop buram sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Kapasitor motherboard rusak,"Ketika perangkat dinyalakan atau digunakan, terjadi Kapasitor motherboard rusak yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Kartu grafis terlalu panas,"Saat menjalankan aktivitas rutin, pengguna menemukan Kartu grafis terlalu panas dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Kegagalan RAM,Pengguna mengalami Kegagalan RAM; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Kegagalan baterai CMOS laptop,Pengguna melaporkan Kegagalan baterai CMOS laptop; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Kegagalan catu daya,Pengguna meminta bantuan setelah mengalami Kegagalan catu daya; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Kegagalan kipas laptop,Pengguna mendapati Kegagalan kipas laptop; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Kegagalan lampu latar keyboard laptop,Tiket dibuat karena ditemukan Kegagalan lampu latar keyboard laptop; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Kegagalan lampu proyektor,Kendala Kegagalan lampu proyektor muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Kegagalan motherboard,Permintaan dukungan dibuat karena Kegagalan motherboard terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Kegagalan perangkat periferal,"Saat digunakan untuk bekerja, perangkat menunjukkan Kegagalan perangkat periferal sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Kegagalan slot RAM laptop,"Ketika perangkat dinyalakan atau digunakan, terjadi Kegagalan slot RAM laptop yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Kegagalan speaker/audio,"Saat menjalankan aktivitas rutin, pengguna menemukan Kegagalan speaker/audio dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Kertas printer macet,Pengguna mengalami Kertas printer macet; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Kesalahan BIOS,Pengguna melaporkan Kesalahan BIOS; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Kesalahan kartrid tinta printer,Pengguna meminta bantuan setelah mengalami Kesalahan kartrid tinta printer; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Keyboard tidak berfungsi dengan baik,Pengguna mendapati Keyboard tidak berfungsi dengan baik; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Kipas laptop berisik,Tiket dibuat karena ditemukan Kipas laptop berisik; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Laptop mati karena terlalu panas,Kendala Laptop mati karena terlalu panas muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Laptop tidak dapat menyala,Permintaan dukungan dibuat karena Laptop tidak dapat menyala terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Layar laptop berkedip,"Saat digunakan untuk bekerja, perangkat menunjukkan Layar laptop berkedip sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Layar laptop bermasalah,"Ketika perangkat dinyalakan atau digunakan, terjadi Layar laptop bermasalah yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Layar laptop berwarna jingga,"Saat menjalankan aktivitas rutin, pengguna menemukan Layar laptop berwarna jingga dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Layar laptop berwarna kebiruan,Pengguna mengalami Layar laptop berwarna kebiruan; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Layar laptop berwarna kehijauan,Pengguna melaporkan Layar laptop berwarna kehijauan; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Layar laptop berwarna kekuningan,Pengguna meminta bantuan setelah mengalami Layar laptop berwarna kekuningan; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Layar laptop berwarna kemerahan,Pengguna mendapati Layar laptop berwarna kemerahan; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Layar laptop berwarna merah muda,Tiket dibuat karena ditemukan Layar laptop berwarna merah muda; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Layar laptop berwarna ungu,Kendala Layar laptop berwarna ungu muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Layar laptop driver tidak tersedia,Permintaan dukungan dibuat karena Layar laptop driver tidak tersedia terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Layar laptop engselnya rusak,"Saat digunakan untuk bekerja, perangkat menunjukkan Layar laptop engselnya rusak sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Layar laptop kabelnya longgar,"Ketika perangkat dinyalakan atau digunakan, terjadi Layar laptop kabelnya longgar yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Layar laptop konektornya gagal berfungsi,"Saat menjalankan aktivitas rutin, pengguna menemukan Layar laptop konektornya gagal berfungsi dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Layar laptop lampu latar gagal berfungsi,Pengguna mengalami Layar laptop lampu latar gagal berfungsi; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Layar laptop memiliki piksel mati,Pengguna melaporkan Layar laptop memiliki piksel mati; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Layar laptop menampilkan bayangan gambar,Pengguna meminta bantuan setelah mengalami Layar laptop menampilkan bayangan gambar; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Layar laptop menampilkan gambar beku,Pengguna mendapati Layar laptop menampilkan gambar beku; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Layar laptop menampilkan garis horizontal,Tiket dibuat karena ditemukan Layar laptop menampilkan garis horizontal; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Layar laptop menampilkan garis vertikal,Kendala Layar laptop menampilkan garis vertikal muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Layar laptop menampilkan garis-garis,Permintaan dukungan dibuat karena Layar laptop menampilkan garis-garis terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Layar laptop menampilkan layar hitam,"Saat digunakan untuk bekerja, perangkat menunjukkan Layar laptop menampilkan layar hitam sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Layar laptop menampilkan layar putih,"Ketika perangkat dinyalakan atau digunakan, terjadi Layar laptop menampilkan layar putih yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Layar laptop menampilkan warna terbalik,"Saat menjalankan aktivitas rutin, pengguna menemukan Layar laptop menampilkan warna terbalik dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Layar laptop mengalami burn-in,Pengguna mengalami Layar laptop mengalami burn-in; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Layar laptop mengalami distorsi warna,Pengguna melaporkan Layar laptop mengalami distorsi warna; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Layar laptop mengalami ghosting,Pengguna meminta bantuan setelah mengalami Layar laptop mengalami ghosting; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Layar laptop mengalami kesalahan resolusi,Pengguna mendapati Layar laptop mengalami kesalahan resolusi; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Layar laptop mengalami masalah grayscale,Tiket dibuat karena ditemukan Layar laptop mengalami masalah grayscale; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Layar laptop mengalami masalah kecerahan,Kendala Layar laptop mengalami masalah kecerahan muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Layar laptop mengalami masalah refresh rate,Permintaan dukungan dibuat karena Layar laptop mengalami masalah refresh rate terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Layar laptop redup,"Saat digunakan untuk bekerja, perangkat menunjukkan Layar laptop redup sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Layar laptop retak,"Ketika perangkat dinyalakan atau digunakan, terjadi Layar laptop retak yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Layar sentuh laptop tidak berfungsi,"Saat menjalankan aktivitas rutin, pengguna menemukan Layar sentuh laptop tidak berfungsi dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Layar tablet retak,Pengguna mengalami Layar tablet retak; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Masalah docking station,Pengguna melaporkan Masalah docking station; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Masalah kalibrasi scanner,Pengguna meminta bantuan setelah mengalami Masalah kalibrasi scanner; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Masalah klik ganda mouse,Pengguna mendapati Masalah klik ganda mouse; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Masalah kompatibilitas perangkat periferal,Tiket dibuat karena ditemukan Masalah kompatibilitas perangkat periferal; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Masalah mouse,Kendala Masalah mouse muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Masalah panas berlebih,Permintaan dukungan dibuat karena Masalah panas berlebih terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Masalah pengisian daya smartphone,"Saat digunakan untuk bekerja, perangkat menunjukkan Masalah pengisian daya smartphone sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Masalah printer,"Ketika perangkat dinyalakan atau digunakan, terjadi Masalah printer yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Masalah suara kipas,"Saat menjalankan aktivitas rutin, pengguna menemukan Masalah suara kipas dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Mikrofon headset tidak berfungsi,Pengguna mengalami Mikrofon headset tidak berfungsi; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Mikrofon laptop tidak berfungsi,Pengguna melaporkan Mikrofon laptop tidak berfungsi; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Monitor berkedip,Pengguna meminta bantuan setelah mengalami Monitor berkedip; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Monitor memiliki piksel mati,Pengguna mendapati Monitor memiliki piksel mati; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Port USB tidak berfungsi,Tiket dibuat karena ditemukan Port USB tidak berfungsi; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Port pengisian daya laptop longgar,Kendala Port pengisian daya laptop longgar muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,SSD eksternal terlalu panas,Permintaan dukungan dibuat karena SSD eksternal terlalu panas terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,SSD tidak terdeteksi,"Saat digunakan untuk bekerja, perangkat menunjukkan SSD tidak terdeteksi sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Sambungan kabel longgar,"Ketika perangkat dinyalakan atau digunakan, terjadi Sambungan kabel longgar yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Scanner tidak terdeteksi,"Saat menjalankan aktivitas rutin, pengguna menemukan Scanner tidak terdeteksi dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Suara speaker laptop terdistorsi,Pengguna mengalami Suara speaker laptop terdistorsi; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Tombol keyboard macet,Pengguna melaporkan Tombol keyboard macet; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Touchpad tidak merespons,Pengguna meminta bantuan setelah mengalami Touchpad tidak merespons; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Trackpad laptop bergerak tidak stabil,Pengguna mendapati Trackpad laptop bergerak tidak stabil; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Webcam tidak berfungsi dengan baik,Tiket dibuat karena ditemukan Webcam tidak berfungsi dengan baik; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,BIOS laptop rusak,Permintaan dukungan dibuat karena BIOS laptop rusak terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Baterai laptop menggembung,"Saat digunakan untuk bekerja, perangkat menunjukkan Baterai laptop menggembung sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Baterai tidak mengisi daya,"Ketika perangkat dinyalakan atau digunakan, terjadi Baterai tidak mengisi daya yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,CPU terlalu panas,"Saat menjalankan aktivitas rutin, pengguna menemukan CPU terlalu panas dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Casing laptop retak,Pengguna mengalami Casing laptop retak; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Desktop tidak dapat boot,Pengguna melaporkan Desktop tidak dapat boot; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Docking station tidak dikenali,Pengguna meminta bantuan setelah mengalami Docking station tidak dikenali; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Drive CD/DVD tidak berfungsi,Pengguna mendapati Drive CD/DVD tidak berfungsi; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Driver perangkat keras tidak ditemukan,Tiket dibuat karena ditemukan Driver perangkat keras tidak ditemukan; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Lunak,Antarmuka pengguna tidak merespons,Pengguna mengalami Antarmuka pengguna tidak merespons saat menjalankan aplikasi; proses kerja tidak dapat diselesaikan seperti biasa.
Perangkat Lunak,Antivirus tidak dapat diperbarui,"Saat menggunakan aplikasi untuk pekerjaan rutin, pengguna menemui Antivirus tidak dapat diperbarui dan proses tidak dapat dilanjutkan."
Perangkat Lunak,Aplikasi berhenti mendadak,Pengguna meminta bantuan karena Aplikasi berhenti mendadak menyebabkan salah satu fungsi aplikasi tidak dapat digunakan.
Perangkat Lunak,Aplikasi berhenti mendadak saat analitik,Pengguna menemukan Aplikasi berhenti mendadak saat analitik; aplikasi tidak bekerja sesuai perilaku normal meskipun sudah dijalankan kembali.
Perangkat Lunak,Aplikasi berhenti mendadak saat boot VM,Tiket dibuat setelah Aplikasi berhenti mendadak saat boot VM terjadi ketika pengguna menjalankan fungsi aplikasi yang diperlukan.
Perangkat Lunak,Aplikasi berhenti mendadak saat debugging,Masalah Aplikasi berhenti mendadak saat debugging muncul saat program digunakan dan tetap terjadi setelah pengguna mencoba mengulang proses.
Perangkat Lunak,Aplikasi berhenti mendadak saat deployment,Permintaan dukungan dibuat setelah pengguna mengalami Aplikasi berhenti mendadak saat deployment secara berulang pada aplikasi yang digunakan.
Perangkat Lunak,Aplikasi berhenti mendadak saat deployment VM,Aplikasi menunjukkan Aplikasi berhenti mendadak saat deployment VM; masalah tetap muncul setelah program ditutup dan dibuka kembali.
Perangkat Lunak,Aplikasi berhenti mendadak saat dijalankan,Pengguna melaporkan Aplikasi berhenti mendadak saat dijalankan; fungsi aplikasi yang sebelumnya berjalan normal kini mengalami gangguan.
Perangkat Lunak,Aplikasi berhenti mendadak saat ekspor,"Ketika aplikasi dijalankan, terjadi Aplikasi berhenti mendadak saat ekspor sehingga pekerjaan pengguna tertunda."
Perangkat Lunak,Aplikasi berhenti mendadak saat impor,Pengguna mengalami Aplikasi berhenti mendadak saat impor saat menjalankan aplikasi; proses kerja tidak dapat diselesaikan seperti biasa.
Perangkat Lunak,Aplikasi berhenti mendadak saat instalasi,"Saat menggunakan aplikasi untuk pekerjaan rutin, pengguna menemui Aplikasi berhenti mendadak saat instalasi dan proses tidak dapat dilanjutkan."
Perangkat Lunak,Aplikasi berhenti mendadak saat keluar,Pengguna meminta bantuan karena Aplikasi berhenti mendadak saat keluar menyebabkan salah satu fungsi aplikasi tidak dapat digunakan.
Perangkat Lunak,Aplikasi berhenti mendadak saat kompilasi,Pengguna menemukan Aplikasi berhenti mendadak saat kompilasi; aplikasi tidak bekerja sesuai perilaku normal meskipun sudah dijalankan kembali.
